Real_Time,Time_Elapsed(s),Lux,Target,Effort,Foil_V,LED_Pct
15:30:02,2544.345,999,1000,112,10.0,21
15:30:02,2544.536,1000,1000,112,10.0,21
15:30:02,2544.734,994,1000,112,10.0,21
15:30:02,2544.934,999,1000,112,10.0,21
15:30:02,2545.135,1001,1000,112,10.0,21
15:30:03,2545.336,998,1000,112,10.0,21
15:30:03,2545.538,1002,1000,112,10.0,21
15:30:03,2545.741,1005,1000,112,10.0,21
15:30:03,2545.94,1003,1000,112,10.0,21
15:30:03,2546.131,1004,1000,112,10.0,21
15:30:04,2546.331,1004,1000,112,10.0,21
15:30:04,2546.534,999,1000,112,10.0,21
15:30:04,2546.734,995,1000,112,10.0,21
15:30:04,2546.935,997,1000,112,10.0,21
15:30:04,2547.137,997,1000,112,10.0,21
15:30:05,2547.338,994,1000,112,10.0,21
15:30:05,2547.527,998,1000,112,10.0,21
15:30:05,2547.73,995,1000,112,10.0,21
15:30:05,2547.932,999,1000,112,10.0,21
15:30:05,2548.133,1002,1000,112,10.0,21
15:30:06,2548.335,1003,1000,112,10.0,21
15:30:06,2548.525,1006,1000,112,10.0,21
15:30:06,2548.724,1000,1000,112,10.0,21
15:30:06,2548.924,1001,1000,112,10.0,21
15:30:06,2549.125,1001,1000,112,10.0,21
15:30:07,2549.326,1000,1000,112,10.0,21
15:30:07,2549.527,998,1000,112,10.0,21
15:30:07,2549.728,1000,1000,112,10.0,21
15:30:07,2549.92,1001,1000,112,10.0,21
15:30:07,2550.12,996,1000,112,10.0,21
15:30:08,2550.32,993,1000,112,10.0,21
15:30:08,2550.519,998,1000,112,10.0,21
15:30:08,2550.721,999,1000,112,10.0,21
15:30:08,2550.924,999,1000,112,10.0,21
15:30:08,2551.126,1002,1000,112,10.0,21
15:30:09,2551.317,998,1000,112,10.0,21
15:30:09,2551.516,1002,1000,112,10.0,21
15:30:09,2551.715,998,1000,112,10.0,21
15:30:09,2551.916,1000,1000,112,10.0,21
15:30:09,2552.117,1003,1000,112,10.0,21
15:30:10,2552.321,1004,1000,112,10.0,21
15:30:10,2552.523,1006,1000,112,10.0,21
15:30:10,2552.723,999,1000,112,10.0,21
15:30:10,2552.912,1000,1000,112,10.0,21
15:30:10,2553.111,1000,1000,112,10.0,21
15:30:11,2553.311,999,1000,112,10.0,21
15:30:11,2553.51,999,1000,112,10.0,21
15:30:11,2553.711,1000,1000,112,10.0,21
15:30:11,2553.911,1001,1000,112,10.0,21
15:30:11,2554.114,995,1000,112,10.0,21
15:30:12,2554.316,995,1000,112,10.0,21
15:30:12,2554.518,997,1000,112,10.0,21
15:30:12,2554.707,996,1000,112,10.0,21
15:30:12,2554.906,991,1000,112,10.0,21
15:30:12,2555.108,996,1000,112,10.0,21
15:30:13,2555.309,1000,1000,112,10.0,21
15:30:13,2555.509,1003,1000,112,10.0,21
15:30:13,2555.712,999,1000,112,10.0,21
15:30:13,2555.912,999,1000,112,10.0,21
15:30:13,2556.103,1002,1000,112,10.0,21
15:30:14,2556.303,1004,1000,112,10.0,21
15:30:14,2556.504,1006,1000,112,10.0,21
15:30:14,2556.706,999,1000,112,10.0,21
15:30:14,2556.906,1000,1000,112,10.0,21
15:30:14,2557.108,1001,1000,112,10.0,21
15:30:15,2557.299,999,1000,112,10.0,21
15:30:15,2557.5,999,1000,112,10.0,21
15:30:15,2557.699,1000,1000,112,10.0,21
